id,topic,question,answer,score,match_type,token_weights
746,policy,Can you explain the cancellation rules?,"In a side note under the comparison table, it says that the page briefly mentions cancellation, but the paragraph does not explain whether customer data is allowed under during holidays. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
747,policy,"Does the policy allow opened items under for business accounts? I only need the exact answer, not a general explanation.","The paragraph continues with a warning about delays, but says that the product catalog lists colors and dimensions rather than policy rules. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
748,policy,Can you explain the shipping rules?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details. The same article also includes unrelated marketing text and a link to general support.,0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
749,policy,Does the policy allow customer data under within 24 hours?,The policy section states that customer data is allowed under the cancellation policy only when within 24 hours is met and support approval is recorded. The same article also includes unrelated marketing text and a link to general support.,0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
750,policy,Can you explain the cancellation rules?,"The page briefly mentions cancellation, but the paragraph does not explain whether opened items is allowed under within 24 hours.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
751,policy,Does the policy allow international orders under after delivery?,"After several unrelated lines about customer service, the page says: the product catalog lists colors and dimensions rather than policy rules.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
752,policy,Please help: What is your shipping policy for customer data?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
753,policy,Can you explain the privacy rules?,"The paragraph continues with a warning about delays, but says that the policy section states that customer data is allowed under the privacy policy only when within 24 hours is met and support approval is recorded.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
754,policy,Does the policy allow late changes under after delivery?,"After several unrelated lines about customer service, the page says: the page briefly mentions refund, but the paragraph does not explain whether late changes is allowed under after delivery.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
755,policy,Can you explain the shipping rules?,"The technical guide describes browser cache clearing, not company policy conditions. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
756,policy,What is your privacy policy for customer data?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
757,policy,"In short, what is your shipping policy for late changes?","In a side note under the comparison table, it says that according to the rules page, the shipping policy applies to late changes and requires customers to keep the original confirmation email.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
758,policy,Does the policy allow late changes under within 24 hours?,"The paragraph continues with a warning about delays, but says that the page briefly mentions shipping, but the paragraph does not explain whether late changes is allowed under within 24 hours.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
759,policy,What is your shipping policy for late changes?,A note in the middle of the article adds that the product catalog lists colors and dimensions rather than policy rules. The same article also includes unrelated marketing text and a link to general support.,0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
760,policy,Does the policy allow opened items under during holidays?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
761,policy,Does the policy allow opened items under for business accounts?,"The page does not present it as a direct answer; instead, it states that according to the rules page, the shipping policy applies to opened items and requires customers to keep the original confirmation email. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
762,policy,"Can you explain the privacy rules? I only need the exact answer, not a general explanation.","The paragraph continues with a warning about delays, but says that a general legal note says terms may vary by region, without giving the requested rule. The same article also includes unrelated marketing text and a link to general support.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
763,policy,Does the policy allow international orders under within 24 hours?,"After several unrelated lines about customer service, the page says: the product catalog lists colors and dimensions rather than policy rules.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
764,policy,What is your refund policy for late changes?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
765,policy,Can you explain the cancellation rules?,"After several unrelated lines about customer service, the page says: according to the rules page, the cancellation policy applies to customer data and requires customers to keep the original confirmation email.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
766,policy,Can you explain the shipping rules?,"The page briefly mentions shipping, but the paragraph does not explain whether international orders is allowed under after delivery.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
767,policy,"In short, what is your refund policy for international orders?",A note in the middle of the article adds that the product catalog lists colors and dimensions rather than policy rules.,0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
768,policy,Does the policy allow customer data under for business accounts?,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
769,policy,Does the policy allow international orders under during holidays?,"The paragraph continues with a warning about delays, but says that the policy section states that international orders is allowed under the cancellation policy only when during holidays is met and support approval is recorded.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
770,policy,Does the policy allow late changes under during holidays?,"The paragraph continues with a warning about delays, but says that the page briefly mentions privacy, but the paragraph does not explain whether late changes is allowed under during holidays.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
771,policy,Does the policy allow customer data under for business accounts?,"The page does not present it as a direct answer; instead, it states that the technical guide describes browser cache clearing, not company policy conditions. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
772,policy,Please help: Does the policy allow opened items under for business accounts?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
773,policy,Does the policy allow opened items under after delivery?,"In a side note under the comparison table, it says that the policy section states that opened items is allowed under the refund policy only when after delivery is met and support approval is recorded. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
774,policy,Does the policy allow late changes under after delivery?,"The paragraph continues with a warning about delays, but says that the page briefly mentions shipping, but the paragraph does not explain whether late changes is allowed under after delivery.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
775,policy,Does the policy allow customer data under for business accounts?,"The page does not present it as a direct answer; instead, it states that the product catalog lists colors and dimensions rather than policy rules.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0"
776,policy,Does the policy allow opened items under during holidays?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
777,policy,Please help: Does the policy allow international orders under within 24 hours?,A note in the middle of the article adds that the policy section states that international orders is allowed under the refund policy only when within 24 hours is met and support approval is recorded.,1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
778,policy,Does the policy allow late changes under during holidays?,"A general legal note says terms may vary by region, without giving the requested rule.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
779,policy,Can you explain the cancellation rules?,The product catalog lists colors and dimensions rather than policy rules. The same article also includes unrelated marketing text and a link to general support.,0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
780,policy,What is your privacy policy for international orders?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details. The same article also includes unrelated marketing text and a link to general support.,0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
781,policy,Can you explain the privacy rules?,"The paragraph continues with a warning about delays, but says that the policy section states that late changes is allowed under the privacy policy only when for business accounts is met and support approval is recorded.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
782,policy,"I was checking the site and couldn't find it clearly, does the policy allow international orders under after delivery?","The page does not present it as a direct answer; instead, it states that the page briefly mentions refund, but the paragraph does not explain whether international orders is allowed under after delivery. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
783,policy,What is your cancellation policy for customer data?,"In a side note under the comparison table, it says that the technical guide describes browser cache clearing, not company policy conditions. The same article also includes unrelated marketing text and a link to general support.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
784,policy,Does the policy allow opened items under after delivery?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
785,policy,What is your privacy policy for international orders?,"In a side note under the comparison table, it says that the policy section states that international orders is allowed under the privacy policy only when after delivery is met and support approval is recorded. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
786,policy,What is your shipping policy for late changes?,"A general legal note says terms may vary by region, without giving the requested rule. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
787,policy,Please help: What is your cancellation policy for opened items?,"In a side note under the comparison table, it says that the technical guide describes browser cache clearing, not company policy conditions.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0"
788,policy,Can you explain the cancellation rules?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
789,policy,Can you explain the privacy rules?,A note in the middle of the article adds that the policy section states that late changes is allowed under the privacy policy only when for business accounts is met and support approval is recorded. The same article also includes unrelated marketing text and a link to general support.,1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
790,policy,Does the policy allow late changes under for business accounts?,"In a side note under the comparison table, it says that the page briefly mentions privacy, but the paragraph does not explain whether late changes is allowed under for business accounts.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.5,2.5,1.0"
791,policy,What is your shipping policy for late changes?,"The paragraph continues with a warning about delays, but says that the technical guide describes browser cache clearing, not company policy conditions.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
792,policy,Please help: Does the policy allow late changes under after delivery?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
793,policy,Can you explain the cancellation rules?,"The paragraph continues with a warning about delays, but says that the policy section states that customer data is allowed under the cancellation policy only when after delivery is met and support approval is recorded.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
794,policy,What is your cancellation policy for late changes?,"A note in the middle of the article adds that the page briefly mentions cancellation, but the paragraph does not explain whether late changes is allowed under within 24 hours.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
795,policy,Does the policy allow international orders under during holidays?,The product catalog lists colors and dimensions rather than policy rules.,0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0"
796,policy,Does the policy allow international orders under within 24 hours?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
797,policy,Please help: Can you explain the shipping rules?,"The paragraph continues with a warning about delays, but says that according to the rules page, the shipping policy applies to opened items and requires customers to keep the original confirmation email. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
798,policy,Does the policy allow customer data under during holidays?,"After several unrelated lines about customer service, the page says: the page briefly mentions privacy, but the paragraph does not explain whether customer data is allowed under during holidays. The same article also includes unrelated marketing text and a link to general support.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
799,policy,What is your refund policy for international orders?,"The paragraph continues with a warning about delays, but says that the product catalog lists colors and dimensions rather than policy rules.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.5,2.5,1.0"
800,policy,Can you explain the refund rules?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0"
801,complaint,The service was bad because the technician missed the appointment.,"After several unrelated lines about customer service, the page says: in the service review, the customer says the technician missed the appointment affected billing department, and the company response promises a follow-up within two business days. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0"
802,complaint,Please help: I am disappointed because the charge was incorrect with delivery service reference A1234.,"The page does not present it as a direct answer; instead, it states that the article mentions several complaints about delivery service, but it does not describe the exact issue or reference A1234.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0"
803,complaint,The service was bad because the charge was incorrect.,"In a side note under the comparison table, it says that a specs table lists battery life and model numbers, unrelated to a service complaint. The same article also includes unrelated marketing text and a link to general support.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0"
804,complaint,I want to complain about delivery service; the problem is the charge was incorrect.,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.5,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0"
805,complaint,I am disappointed because the charge was incorrect with repair visit reference CMP7788.,"After several unrelated lines about customer service, the page says: the complaint log for reference CMP7788 records that repair visit had the charge was incorrect, and the support team opened an escalation ticket the same day.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
806,complaint,I want to complain about delivery service; the problem is the order was delayed.,"A note in the middle of the article adds that a general support note apologizes for inconvenience, without confirming what happened in this specific case.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.5,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0"
807,complaint,"The service was bad because the technician missed the appointment. I only need the exact answer, not a general explanation.","A note in the middle of the article adds that the ordering page explains how to add a product to the cart, not how to handle a complaint. The same article also includes unrelated marketing text and a link to general support.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
808,complaint,The service was bad because the technician missed the appointment.,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0"
809,complaint,I am disappointed because the charge was incorrect with delivery service reference ORD5510.,"In the service review, the customer says the charge was incorrect affected delivery service, and the company response promises a follow-up within two business days.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
810,complaint,I am disappointed because the order was delayed with support team reference CMP7788.,"The article mentions several complaints about support team, but it does not describe the exact issue or reference CMP7788.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0"
811,complaint,I want to complain about billing department; the problem is the technician missed the appointment.,"The ordering page explains how to add a product to the cart, not how to handle a complaint.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0"
812,complaint,Please help: The service was bad because the charge was incorrect.,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0"
813,complaint,I am disappointed because the charge was incorrect with repair visit reference CMP7788.,"After several unrelated lines about customer service, the page says: the complaint log for reference CMP7788 records that repair visit had the charge was incorrect, and the support team opened an escalation ticket the same day.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
814,complaint,I want to complain about billing department; the problem is the technician missed the appointment.,"A note in the middle of the article adds that a general support note apologizes for inconvenience, without confirming what happened in this specific case.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0"
815,complaint,The service was bad because the order was delayed.,"The paragraph continues with a warning about delays, but says that the ordering page explains how to add a product to the cart, not how to handle a complaint. The same article also includes unrelated marketing text and a link to general support.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0"
816,complaint,I am disappointed because support did not answer clearly with repair visit reference ORD5510.,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
817,complaint,"I was checking the site and couldn't find it clearly, the service was bad because the charge was incorrect.","After several unrelated lines about customer service, the page says: in the service review, the customer says the charge was incorrect affected support team, and the company response promises a follow-up within two business days.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0"
818,complaint,I am disappointed because the technician missed the appointment with support team reference SR9001.,"A note in the middle of the article adds that a general support note apologizes for inconvenience, without confirming what happened in this specific case.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0"
819,complaint,I want to complain about repair visit; the problem is the technician missed the appointment.,"After several unrelated lines about customer service, the page says: the ordering page explains how to add a product to the cart, not how to handle a complaint.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.5,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0"
820,complaint,I am disappointed because the charge was incorrect with billing department reference SR9001.,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0"
821,complaint,I am disappointed because the order was delayed with billing department reference ORD5510.,"The page does not present it as a direct answer; instead, it states that the complaint log for reference ORD5510 records that billing department had the order was delayed, and the support team opened an escalation ticket the same day.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0"
822,complaint,Please help: I am disappointed because the technician missed the appointment with support team reference A1234.,"The page does not present it as a direct answer; instead, it states that a general support note apologizes for inconvenience, without confirming what happened in this specific case. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0"
823,complaint,I am disappointed because support did not answer clearly with repair visit reference ORD5510.,"The paragraph continues with a warning about delays, but says that the ordering page explains how to add a product to the cart, not how to handle a complaint.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
824,complaint,The service was bad because the technician missed the appointment.,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0"
825,complaint,The service was bad because the charge was incorrect.,"A note in the middle of the article adds that in the service review, the customer says the charge was incorrect affected delivery service, and the company response promises a follow-up within two business days. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0"
826,complaint,The service was bad because support did not answer clearly.,"After several unrelated lines about customer service, the page says: the article mentions several complaints about delivery service, but it does not describe the exact issue or reference ORD5510.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
827,complaint,"The service was bad because the technician missed the appointment. I only need the exact answer, not a general explanation.","In a side note under the comparison table, it says that a specs table lists battery life and model numbers, unrelated to a service complaint.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
828,complaint,I am disappointed because the technician missed the appointment with billing department reference A1234.,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0"
829,complaint,I want to complain about repair visit; the problem is support did not answer clearly.,"In a side note under the comparison table, it says that the complaint log for reference SR9001 records that repair visit had support did not answer clearly, and the support team opened an escalation ticket the same day.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
830,complaint,I am disappointed because the technician missed the appointment with billing department reference CMP7788.,"A note in the middle of the article adds that the article mentions several complaints about billing department, but it does not describe the exact issue or reference CMP7788.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0"
831,complaint,I am disappointed because the order was delayed with delivery service reference SR9001.,"The ordering page explains how to add a product to the cart, not how to handle a complaint.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
832,complaint,"In short, i want to complain about delivery service; the problem is the charge was incorrect.","According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,2.5,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0"
833,complaint,The service was bad because the order was delayed.,"After several unrelated lines about customer service, the page says: in the service review, the customer says the order was delayed affected support team, and the company response promises a follow-up within two business days. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0"
